duplicate_group_id,duplicate_class,n_rows,n_canonical_rows,group_representative_id,representative_is_canonical_member,n_identity_hashes,n_publications,n_entry_authors,n_log_D_finite,log_D_min,log_D_max,n_model_tier,log_D_spread,metal_states,duplicate_class_reason
DG011119,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5217,True,1,1,1,2,0.389214,0.389214,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011139,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5129,True,1,1,1,2,0.610738,0.610738,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011236,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5442,True,1,1,1,2,0.116618,0.116618,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011285,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5135,True,1,1,1,2,0.059421,0.059421,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011299,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5198,True,1,1,1,2,-0.132161,-0.132161,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011372,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5125,True,1,1,1,2,-0.624161,-0.624161,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011373,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5242,True,1,1,1,2,0.339807,0.339807,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011379,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4930,True,1,1,1,2,-1.15871,-1.15871,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011392,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5343,True,1,1,1,2,-0.417044,-0.417044,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011430,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5201,True,1,1,1,2,-0.198657,-0.198657,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011557,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5468,True,1,1,1,2,0.361728,0.361728,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011586,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5454,True,1,1,1,2,-0.176259,-0.176259,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011598,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5336,True,1,1,1,2,0.780078,0.780078,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011689,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5221,True,1,1,1,2,-0.311361,-0.311361,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011715,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5276,True,1,1,1,2,-0.44632,-0.44632,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011755,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5308,True,1,1,1,2,0.184692,0.184692,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011818,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4922,True,1,1,1,2,-0.309129,-0.309129,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011849,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5027,True,1,1,1,2,0.045323,0.045323,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011865,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5092,True,1,1,1,2,-0.0337717,-0.0337717,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011898,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5286,True,1,1,1,2,0.664327,0.664327,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011918,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5096,True,1,1,1,2,0.0580355,0.0580355,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011975,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5159,True,1,1,1,2,-0.221118,-0.221118,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012097,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4979,True,1,1,1,2,-0.535248,-0.535248,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012148,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5156,True,1,1,1,2,-1.77296,-1.77296,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012184,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5235,True,1,1,1,2,-0.140665,-0.140665,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012208,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5205,True,1,1,1,2,0.857703,0.857703,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012229,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5213,True,1,1,1,2,0.720421,0.720421,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012309,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5024,True,1,1,1,2,0.0170333,0.0170333,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012310,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5104,True,1,1,1,2,0.0639287,0.0639287,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012373,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5031,True,1,1,1,2,-0.552842,-0.552842,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012414,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5116,True,1,1,1,2,-1.46231,-1.46231,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012437,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5203,True,1,1,1,2,0.624631,0.624631,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012438,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5338,True,1,1,1,2,-1.11415,-1.11415,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012455,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5432,True,1,1,1,2,0.638798,0.638798,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012463,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5359,True,1,1,1,2,-2.12784,-2.12784,1,0,Pu(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012531,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4983,True,1,1,1,2,0.855719,0.855719,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012543,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5119,True,1,1,1,2,0.838926,0.838926,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012609,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4902,True,1,1,1,2,-0.237209,-0.237209,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012615,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5424,True,1,1,1,2,0.0829346,0.0829346,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012619,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5033,True,1,1,1,2,-0.455932,-0.455932,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012660,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5161,True,1,1,1,2,-1.74175,-1.74175,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012704,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5316,True,1,1,1,2,-2.69393,-2.69393,1,0,Am(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012778,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5284,True,1,1,1,2,-0.133477,-0.133477,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012781,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5209,True,1,1,1,2,0.263741,0.263741,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012903,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5251,True,1,1,1,2,-0.936613,-0.936613,1,0,Np(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012910,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5246,True,1,1,1,2,0.968196,0.968196,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012926,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5041,True,1,1,1,2,0.80618,0.80618,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013005,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5292,True,1,1,1,2,-0.858104,-0.858104,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013010,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5296,True,1,1,1,2,0.0120862,0.0120862,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013131,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5371,True,1,1,1,2,-1.76863,-1.76863,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013132,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5056,True,1,1,1,2,0.0649855,0.0649855,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013239,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5208,True,1,1,1,2,-0.162942,-0.162942,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013387,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5131,True,1,1,1,2,-2.20383,-2.20383,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013390,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5448,True,1,1,1,2,-0.0306851,-0.0306851,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013410,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5189,True,1,1,1,2,-0.0222764,-0.0222764,1,0,Pa(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013418,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5256,True,1,1,1,2,-2.015,-2.015,1,0,Np(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013422,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5194,True,1,1,1,2,-0.0625199,-0.0625199,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013487,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5214,True,1,1,1,2,-0.441695,-0.441695,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013496,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5216,True,1,1,1,2,0.218696,0.218696,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013524,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5302,True,1,1,1,2,-1.22638,-1.22638,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013545,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5464,True,1,1,1,2,0.518514,0.518514,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013558,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5212,True,1,1,1,2,0.718923,0.718923,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013600,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5155,True,1,1,1,2,-2.95968,-2.95968,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013729,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5452,True,1,1,1,2,-0.156842,-0.156842,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013760,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5083,True,1,1,1,2,-2.32991,-2.32991,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006640,B_SAME_MEASUREMENT_DIFF_PROV,3,1,SAE:10539,True,1,1,1,3,3.16,3.16,1,0,Er(III),identical value agreeing to 16 significant digits under 2 distinct provenances (1 citation(s)) -- copied between sources rather than re-measured
DG007127,B_SAME_MEASUREMENT_DIFF_PROV,3,1,SAE:10540,True,1,1,1,3,3.17,3.17,1,0,Tm(III),identical value agreeing to 16 significant digits under 2 distinct provenances (1 citation(s)) -- copied between sources rather than re-measured
DG005115,B_SAME_MEASUREMENT_DIFF_PROV,2,1,SAE:15144,True,1,1,1,2,1.47712,1.47712,1,0,Am(III),identical value agreeing to 16 significant digits under 2 distinct provenances (0 citation(s)) -- copied between sources rather than re-measured
DG006407,B_SAME_MEASUREMENT_DIFF_PROV,2,1,SAE:15516,True,1,1,1,2,1.73344,1.73344,1,0,Am(III),identical value agreeing to 16 significant digits under 2 distinct provenances (0 citation(s)) -- copied between sources rather than re-measured
DG007158,B_SAME_MEASUREMENT_DIFF_PROV,2,1,SAE:15517,True,1,1,1,2,2.56149,2.56149,1,0,Eu(III),identical value agreeing to 16 significant digits under 2 distinct provenances (0 citation(s)) -- copied between sources rather than re-measured
DG008772,B_SAME_MEASUREMENT_DIFF_PROV,2,1,SAE:15145,True,1,1,1,2,2.34242,2.34242,1,0,Eu(III),identical value agreeing to 16 significant digits under 2 distinct provenances (0 citation(s)) -- copied between sources rather than re-measured
DG010751,B_SAME_MEASUREMENT_DIFF_PROV,2,1,SAE:15630,True,1,1,1,2,1.61004,1.61004,1,0,Am(III),identical value agreeing to 16 significant digits under 2 distinct provenances (0 citation(s)) -- copied between sources rather than re-measured
DG011037,B_SAME_MEASUREMENT_DIFF_PROV,2,1,SAE:15514,True,1,1,1,2,0.957607,0.957607,1,0,Am(III),identical value agreeing to 16 significant digits under 2 distinct provenances (0 citation(s)) -- copied between sources rather than re-measured
DG013035,B_SAME_MEASUREMENT_DIFF_PROV,2,1,SAE:15515,True,1,1,1,2,1.7933,1.7933,1,0,Eu(III),identical value agreeing to 16 significant digits under 2 distinct provenances (0 citation(s)) -- copied between sources rather than re-measured
DG002710,C_POSSIBLE_INDEPENDENT_REPLICATE,2,2,SAE:13218,True,1,1,1,2,1.38021,1.38021,2,0,Am(III),value agrees but only to 2 significant digit(s) while provenance differs (2 distinct provenances) -- may be an independent repeat
